i,e,c,p,l,real,predict
14,11,3,17,2,0.0,0.0
14,11,3,18,2,0.0,0.0
14,11,3,18,3,0.0,0.0
14,11,3,19,2,0.34,0.682
14,11,3,19,3,0.0,0.0
14,11,3,20,2,0.0,0.0
14,11,3,21,2,0.13,0.252
14,11,3,21,3,0.0,0.0
14,11,3,22,2,0.0,0.0
14,11,3,23,2,0.0,0.0
14,11,3,24,2,0.0,0.0
14,11,3,24,3,0.0,0.0
14,11,3,25,2,0.0,0.0
14,11,3,26,2,0.0,0.0
14,11,3,28,2,0.0,0.0
14,11,3,29,2,0.0,0.0
14,11,3,29,3,0.0,0.0
14,11,3,30,2,0.0,0.0
14,11,3,31,2,0.0,0.0
14,11,3,32,2,0.0,0.0
14,11,3,33,2,0.0,0.0
14,11,3,35,2,0.0,0.0
14,11,5,1,2,47.53,44.236
14,11,5,1,3,0.0,0.0
14,11,5,2,2,15.3,11.338
14,11,5,2,3,0.0,0.0
14,11,5,3,2,30.03,21.476000000000003
14,11,5,3,3,0.0,0.0
14,11,5,4,2,18.57,14.68
14,11,5,4,3,0.0,0.0
14,11,5,5,2,16.14,15.374
14,11,5,5,3,0.0,0.0
14,11,5,6,2,16.57,9.03
14,11,5,6,3,0.0,0.0
14,11,5,7,2,25.23,32.588
14,11,5,7,3,0.0,0.0
14,11,5,8,2,4.15,1.886
14,11,5,8,3,0.0,0.0
14,11,5,9,2,12.61,8.104
14,11,5,9,3,0.0,0.0
14,11,5,10,2,80.47,80.546
14,11,5,10,3,0.0,0.0
14,11,5,11,2,42.24,33.7
14,11,5,11,3,0.0,0.0
14,11,5,12,2,27.86,24.428000000000004
14,11,5,12,3,0.0,0.0
14,11,5,13,2,9.41,7.1240000000000006
14,11,5,13,3,0.0,0.0
14,11,5,14,2,10.0,9.468
14,11,5,14,3,0.0,0.0
14,11,5,15,2,52.01,47.068
14,11,5,15,3,0.0,0.0
14,11,5,16,2,24.33,27.57
14,11,5,16,3,0.0,0.0
14,11,5,17,2,27.53,36.524
14,11,5,17,3,0.0,0.0
14,11,5,18,2,20.43,22.794
14,11,5,18,3,0.0,0.0
14,11,5,19,2,115.58,123.428
14,11,5,19,3,0.0,0.0
14,11,5,20,2,7.39,4.322
14,11,5,20,3,0.0,0.0
14,11,5,21,2,26.73,25.6
14,11,5,21,3,0.0,0.0
14,11,5,22,2,16.13,12.514
14,11,5,22,3,0.0,0.0
14,11,5,23,2,8.5,8.802
14,11,5,23,3,0.0,0.0
14,11,5,24,2,14.53,12.816
14,11,5,24,3,0.0,0.0
14,11,5,25,2,4.36,4.85
14,11,5,25,3,0.0,0.0
14,11,5,26,2,2.55,0.6799999999999999
14,11,5,26,3,0.0,0.0
14,11,5,28,2,24.7,11.302
14,11,5,28,3,0.0,0.0
14,11,5,29,2,16.4,18.488
14,11,5,29,3,0.0,0.0
14,11,5,30,2,6.79,3.566
14,11,5,30,3,0.0,0.0
14,11,5,31,2,5.7,3.774
14,11,5,31,3,0.0,0.0
14,11,5,32,2,13.94,13.82
14,11,5,32,3,0.0,0.0
14,11,5,33,2,0.0,0.0
14,11,5,33,3,0.0,0.0
14,11,5,35,2,12.91,16.753999999999998
14,11,5,35,3,0.0,0.0
14,12,3,1,3,0.0,0.0
14,12,3,2,3,0.19,0.0
14,12,3,3,3,0.0,0.0
14,12,3,4,3,0.16,0.0
14,12,3,5,3,0.0,0.0
14,12,3,6,3,0.0,0.0
14,12,3,7,3,0.0,0.0
14,12,3,8,3,0.0,0.0
14,12,3,9,3,0.0,0.0
14,12,3,10,3,0.0,0.0
14,12,3,11,3,0.0,0.0
14,12,3,12,3,0.0,0.0
14,12,3,13,3,0.0,0.0
14,12,3,14,3,0.0,0.0
14,12,3,15,3,0.0,0.0
14,12,3,16,3,0.0,0.0
14,12,3,17,3,0.0,0.0
14,12,3,18,3,0.0,0.0
14,12,3,19,3,0.12,0.0
14,12,3,20,3,0.0,0.0
14,12,3,21,3,0.16,0.0
14,12,3,22,3,0.0,0.0
14,12,3,23,3,0.0,0.0
14,12,3,24,3,0.0,0.0
14,12,3,25,3,0.14,0.2759999999999999
14,12,3,26,3,0.0,0.0
14,12,3,28,3,0.14,0.2779999999999999
14,12,3,29,3,0.0,0.0
14,12,3,30,3,0.0,0.0
14,12,3,31,3,0.0,0.0
14,12,3,32,3,0.0,0.0
14,12,3,33,3,0.0,0.0
14,12,3,35,3,0.0,0.0
14,12,5,1,3,5.25,5.76
14,12,5,2,3,2.22,1.992
14,12,5,3,3,1.67,1.4
14,12,5,4,3,6.01,10.78
14,12,5,5,3,3.98,3.998
14,12,5,6,3,0.55,0.5820000000000001
14,12,5,7,3,5.2,6.452000000000001
14,12,5,8,3,1.51,1.484
14,12,5,9,3,2.43,3.922
14,12,5,10,3,13.68,16.095999999999997
14,12,5,11,3,4.78,4.734
14,12,5,12,3,2.2,3.63
14,12,5,13,3,1.89,1.852
14,12,5,14,3,2.19,0.4359999999999999
14,12,5,15,3,11.67,5.956
14,12,5,16,3,1.86,2.112
14,12,5,17,3,1.55,1.284
14,12,5,18,3,1.81,1.934
14,12,5,19,3,36.28,9.048
14,12,5,20,3,1.17,0.986
14,12,5,21,3,13.35,12.644
14,12,5,22,3,1.55,0.364
14,12,5,23,3,17.25,21.49
14,12,5,24,3,1.91,2.572
14,12,5,25,3,1.32,1.3119999999999998
14,12,5,26,3,0.1,0.0
14,12,5,28,3,3.14,1.944
14,12,5,29,3,0.69,0.554
14,12,5,30,3,0.48,0.288
14,12,5,31,3,0.27,0.5359999999999999
14,12,5,32,3,0.77,0.828
14,12,5,33,3,0.0,0.0
14,12,5,35,3,3.7,5.97
14,13,3,1,3,0.74,1.006
14,13,3,2,3,0.55,0.536
14,13,3,3,3,0.61,0.998
14,13,3,4,3,0.0,0.0
14,13,3,5,3,0.21,0.416
14,13,3,6,3,0.0,0.0
14,13,3,7,3,0.67,0.214
14,13,3,8,3,0.0,0.0
14,13,3,9,3,0.29,0.5740000000000001
14,13,3,10,3,0.5,0.768
14,13,3,11,3,0.28,0.0
14,13,3,12,3,0.0,0.0
14,13,3,13,3,0.31,0.6140000000000001
14,13,3,14,3,0.16,0.322
14,13,3,15,3,0.31,0.6119999999999999
14,13,3,16,3,0.0,0.0
14,13,3,17,3,0.43,0.8620000000000001
14,13,3,18,3,0.0,0.0
14,13,3,19,3,0.8,0.2779999999999999
14,13,3,20,3,0.16,0.322
14,13,3,21,3,0.12,0.24
14,13,3,22,3,0.0,0.0
14,13,3,23,3,0.0,0.0
14,13,3,24,3,0.15,0.0
14,13,3,25,3,0.11,0.0
14,13,3,26,3,0.0,0.0
14,13,3,28,3,0.0,0.0
14,13,3,29,3,0.21,0.43
14,13,3,30,3,0.0,0.0
14,13,3,31,3,0.0,0.0
14,13,3,32,3,0.0,0.0
14,13,3,33,3,0.0,0.0
14,13,3,35,3,0.56,0.648
14,13,5,1,3,25.84,27.082000000000004
14,13,5,2,3,21.37,20.118
14,13,5,3,3,21.12,20.124
14,13,5,4,3,7.68,7.516
14,13,5,5,3,16.42,14.692000000000002
14,13,5,6,3,6.45,6.882
14,13,5,7,3,20.18,18.964
14,13,5,8,3,7.93,7.364
14,13,5,9,3,10.45,11.164
14,13,5,10,3,39.88,38.306
14,13,5,11,3,19.42,17.46
14,13,5,12,3,9.55,7.747999999999999
14,13,5,13,3,9.64,7.553999999999999
14,13,5,14,3,7.05,7.531999999999999
14,13,5,15,3,31.57,29.68
14,13,5,16,3,11.68,11.707999999999998
14,13,5,17,3,13.76,14.106
14,13,5,18,3,8.56,9.868
14,13,5,19,3,41.7,43.61
14,13,5,20,3,5.85,4.84
14,13,5,21,3,18.66,17.092000000000002
14,13,5,22,3,5.66,5.962000000000001
14,13,5,23,3,7.41,9.078
14,13,5,24,3,13.56,14.114
14,13,5,25,3,6.52,7.35
14,13,5,26,3,1.46,1.5699999999999998
14,13,5,28,3,7.17,6.81
14,13,5,29,3,15.58,15.506
14,13,5,30,3,2.07,1.84
14,13,5,31,3,1.25,1.6960000000000002
14,13,5,32,3,6.25,4.666
14,13,5,33,3,0.53,0.808
14,13,5,34,3,0.0,0.0
14,13,5,35,3,19.24,19.168
14,-1,3,1,3,0.0,0.0
14,-1,3,2,3,0.0,0.0
14,-1,3,3,3,0.0,0.0
14,-1,3,4,3,0.0,0.0
14,-1,3,5,3,0.0,0.0
14,-1,3,6,3,0.0,0.0
14,-1,3,7,3,0.0,0.0
14,-1,3,8,3,0.0,0.0
14,-1,3,9,3,0.0,0.0
14,-1,3,10,3,0.0,0.0
14,-1,3,11,3,0.0,0.0
14,-1,3,12,3,0.0,0.0
14,-1,3,13,3,0.0,0.0
14,-1,3,14,3,0.0,0.0
14,-1,3,15,3,0.0,0.0
14,-1,3,16,3,0.0,0.0
14,-1,3,17,3,0.0,0.0
14,-1,3,18,3,0.0,0.0
14,-1,3,19,3,0.0,0.0
14,-1,3,20,3,0.0,0.0
14,-1,3,21,3,0.0,0.0
14,-1,3,22,3,0.0,0.0
14,-1,3,23,3,0.0,0.0
14,-1,3,24,3,0.0,0.0
14,-1,3,25,3,0.0,0.0
14,-1,3,28,3,0.0,0.0
14,-1,3,29,3,0.0,0.0
14,-1,3,30,3,0.0,0.0
14,-1,3,31,3,0.0,0.0
14,-1,3,32,3,0.0,0.0
14,-1,3,33,3,0.0,0.0
14,-1,3,35,3,0.0,0.0
14,-1,5,1,3,0.0,0.0
14,-1,5,2,3,0.0,0.0
14,-1,5,3,3,0.0,0.0
14,-1,5,4,3,0.0,0.0
14,-1,5,5,3,0.0,0.0
14,-1,5,6,3,0.0,0.0
14,-1,5,7,3,0.0,0.0
14,-1,5,8,3,0.0,0.0
14,-1,5,9,3,0.0,0.0
14,-1,5,10,3,0.0,0.0
14,-1,5,11,3,0.0,0.0
14,-1,5,12,3,0.0,0.0
14,-1,5,13,3,0.0,0.0
14,-1,5,14,3,0.0,0.0
14,-1,5,15,3,0.0,0.0
14,-1,5,16,3,0.0,0.0
14,-1,5,17,3,0.0,0.0
14,-1,5,18,3,0.0,0.0
14,-1,5,19,3,0.0,0.0
14,-1,5,20,3,0.0,0.0
14,-1,5,21,3,0.0,0.0
14,-1,5,22,3,0.0,0.0
14,-1,5,23,3,0.0,0.0
14,-1,5,24,3,0.0,0.0
14,-1,5,25,3,0.0,0.0
14,-1,5,26,3,0.0,0.0
14,-1,5,28,3,0.0,0.0
14,-1,5,29,3,0.0,0.0
14,-1,5,30,3,0.0,0.0
14,-1,5,31,3,0.0,0.0
14,-1,5,32,3,0.0,0.0
14,-1,5,33,3,0.0,0.0
14,-1,5,35,3,0.0,0.0
140,1,5,35,3,0.0,0.0
140,4,5,35,1,0.0,0.0
140,9,5,35,2,0.0,0.0
141,1,5,1,3,0.0,0.0
141,1,5,10,3,0.0,0.0
141,1,5,35,3,0.0,0.0
141,4,5,1,1,0.0,0.0
141,4,5,10,1,0.0,0.0
141,4,5,10,3,0.0,0.0
141,4,5,12,3,0.0,0.0
141,4,5,19,1,0.0,0.0
141,4,5,35,3,0.0,0.0
141,5,5,3,1,0.0,0.0
141,5,5,10,1,0.0,0.0
141,5,5,35,1,0.0,0.0
141,5,5,35,3,0.0,0.0
141,8,5,1,2,0.0,0.0
141,8,5,10,2,0.0,0.0
141,8,5,10,3,0.0,0.0
141,8,5,19,2,0.0,0.0
141,8,5,35,2,0.0,0.0
141,8,5,35,3,0.0,0.0
141,9,5,1,2,0.0,0.0
141,9,5,1,3,0.0,0.0
141,9,5,10,2,0.0,0.0
141,9,5,10,3,0.0,0.0
141,9,5,12,2,0.0,0.0
141,9,5,12,3,0.0,0.0
141,9,5,35,2,0.0,0.0
141,9,5,35,3,0.0,0.0
141,13,5,3,3,0.0,0.0
141,13,5,10,3,0.0,0.0
141,13,5,12,3,0.0,0.0
141,13,5,19,3,0.0,0.0
141,13,5,35,3,0.0,0.0
141,-1,5,1,3,0.0,0.0
141,-1,5,10,3,0.0,0.0
142,1,2,35,3,0.0,0.0
142,4,2,35,1,0.0,0.0
142,9,2,35,2,0.0,0.0
143,3,1,10,3,0.0,0.0
143,8,1,10,2,0.0,0.0
145,3,5,35,3,0.0,0.0
145,5,5,35,1,0.0,0.0
147,2,5,10,1,0.0,0.0
147,2,5,10,3,0.0,0.0
147,5,5,10,3,0.0,0.0
15,1,2,35,3,827.81,887.704
15,1,6,35,3,16.24,13.85
15,1,8,35,3,0.0,0.0
15,4,2,35,1,640.94,723.2839999999999
15,4,2,35,3,0.0,0.0
15,4,6,35,1,25.03,25.52
15,4,6,35,3,0.0,0.0
15,4,8,35,1,0.0,0.0
15,9,2,35,2,731.92,752.336
15,9,2,35,3,0.0,0.0
15,9,6,35,2,8.33,9.154
15,9,6,35,3,0.0,0.0
15,9,8,35,2,0.0,0.0
15,-1,2,35,3,0.0,0.0
15,-1,6,35,3,0.0,0.0
15,-1,8,35,3,0.0,0.0
16,1,3,1,3,0.0,0.0
16,1,3,2,3,0.0,0.0
16,1,3,4,3,0.0,0.0
16,1,3,5,3,0.0,0.0
16,1,3,7,3,0.0,0.0
16,1,3,10,3,0.0,0.0
16,1,3,11,3,0.0,0.0
16,1,3,12,3,0.0,0.0
16,1,3,13,3,0.0,0.0
16,1,3,15,3,0.0,0.0
16,1,3,16,3,0.0,0.0
16,1,3,20,3,0.0,0.0
16,1,3,21,3,0.0,0.0
16,1,5,1,3,0.0,0.0
16,1,5,2,3,0.0,0.0
16,1,5,3,3,0.36,0.0
16,1,5,4,3,0.18,0.36
16,1,5,5,3,0.0,0.0
16,1,5,6,3,0.19,0.386
16,1,5,7,3,0.16,0.0
16,1,5,8,3,0.0,0.0
16,1,5,9,3,0.16,0.318
16,1,5,10,3,0.0,0.0
16,1,5,11,3,0.0,0.0
16,1,5,12,3,0.0,0.0
16,1,5,13,3,0.0,0.0
16,1,5,14,3,0.0,0.0
16,1,5,15,3,0.14,0.284
16,1,5,16,3,0.16,0.312
16,1,5,17,3,0.14,0.27
16,1,5,18,3,0.0,0.0
16,1,5,19,3,0.0,0.0
16,1,5,20,3,0.0,0.0
16,1,5,21,3,0.14,0.2799999999999999
16,1,5,22,3,0.0,0.0
16,1,5,23,3,0.0,0.0
16,1,5,24,3,0.13,0.0
16,1,5,25,3,0.0,0.0
16,1,5,26,3,0.0,0.0
16,1,5,28,3,0.0,0.0
16,1,5,29,3,0.0,0.0
16,1,5,30,3,0.0,0.0
16,1,5,31,3,0.0,0.0
16,1,5,32,3,0.72,0.868
16,1,5,33,3,0.0,0.0
16,1,5,35,3,0.0,0.0
16,4,3,1,1,0.0,0.0
16,4,3,2,1,0.0,0.0
16,4,3,4,1,0.0,0.0
16,4,3,5,1,0.0,0.0
16,4,3,7,1,0.0,0.0
16,4,3,9,1,0.0,0.0
16,4,3,10,1,0.0,0.0
16,4,3,11,1,0.0,0.0
16,4,3,12,1,0.0,0.0
16,4,3,13,1,0.0,0.0
16,4,3,15,1,0.0,0.0
16,4,3,16,1,0.0,0.0
16,4,3,17,1,0.0,0.0
16,4,3,20,1,0.0,0.0
16,4,3,35,1,0.0,0.0
16,4,5,1,1,0.76,0.618
16,4,5,1,3,0.0,0.0
16,4,5,2,1,0.32,0.0
16,4,5,2,3,0.0,0.0
16,4,5,3,1,0.41,0.6
16,4,5,3,3,0.0,0.0
16,4,5,4,1,1.19,1.06
16,4,5,4,3,0.0,0.0
16,4,5,5,1,0.94,0.7060000000000001
16,4,5,5,3,0.0,0.0
16,4,5,6,1,0.52,0.736
16,4,5,6,3,0.0,0.0
16,4,5,7,1,0.0,0.0
16,4,5,7,3,0.0,0.0
16,4,5,8,1,0.15,0.296
16,4,5,8,3,0.0,0.0
16,4,5,9,1,0.64,0.7539999999999999
16,4,5,9,3,0.0,0.0
16,4,5,10,1,2.13,2.1260000000000003
16,4,5,10,3,0.0,0.0
16,4,5,11,1,0.79,0.8939999999999999
16,4,5,11,3,0.0,0.0
16,4,5,12,1,1.25,1.844
16,4,5,12,3,0.0,0.0
16,4,5,13,1,0.38,0.2759999999999999
16,4,5,13,3,0.0,0.0
16,4,5,14,1,0.13,0.256
16,4,5,14,3,0.0,0.0
16,4,5,15,1,0.14,0.2799999999999999
16,4,5,15,3,0.0,0.0
16,4,5,16,1,1.11,1.594
16,4,5,16,3,0.0,0.0
16,4,5,17,1,0.39,0.0
16,4,5,17,3,0.0,0.0
16,4,5,18,1,0.53,0.542
16,4,5,18,3,0.0,0.0
16,4,5,19,1,0.94,0.8560000000000001
16,4,5,19,3,0.0,0.0
16,4,5,20,1,0.33,0.6539999999999999
16,4,5,20,3,0.0,0.0
16,4,5,21,1,1.28,0.7799999999999999
16,4,5,21,3,0.0,0.0
16,4,5,22,1,1.31,1.338
16,4,5,22,3,0.0,0.0
16,4,5,23,1,0.0,0.0
16,4,5,23,3,0.0,0.0
16,4,5,24,1,0.98,1.682
16,4,5,24,3,0.0,0.0
16,4,5,25,1,0.0,0.0
16,4,5,25,3,0.0,0.0
16,4,5,26,1,0.26,0.0
16,4,5,28,1,0.61,0.8480000000000001
16,4,5,28,3,0.0,0.0
16,4,5,29,1,1.73,1.562
16,4,5,29,3,0.0,0.0
16,4,5,30,1,0.0,0.0
16,4,5,31,1,0.0,0.0
16,4,5,31,3,0.0,0.0
16,4,5,32,1,0.5,0.4639999999999999
16,4,5,32,3,0.0,0.0
16,4,5,35,1,0.51,0.0
16,5,3,5,1,0.0,0.0
16,5,3,7,1,0.0,0.0
16,5,3,11,1,0.0,0.0
16,5,3,13,1,0.0,0.0
16,5,3,16,1,0.0,0.0
16,5,3,20,1,0.0,0.0
16,5,3,21,1,0.0,0.0
16,5,5,1,1,0.86,0.978
16,5,5,2,1,0.86,1.2959999999999998
16,5,5,3,1,0.4,0.542
16,5,5,4,1,0.73,1.184
16,5,5,4,3,0.0,0.0
16,5,5,5,1,0.59,0.434
16,5,5,6,1,1.09,0.388
16,5,5,7,1,1.19,1.094
16,5,5,7,3,0.0,0.0
16,5,5,8,1,0.44,0.0
16,5,5,9,1,0.23,0.466
16,5,5,10,1,3.5,3.158
16,5,5,10,3,0.0,0.0
16,5,5,11,1,0.93,0.538
16,5,5,11,3,0.0,0.0
16,5,5,12,1,1.5,2.186
16,5,5,12,3,0.0,0.0
16,5,5,13,1,0.43,0.0
16,5,5,14,1,0.57,0.3399999999999999
16,5,5,15,1,1.52,2.002
16,5,5,16,1,1.91,1.92
16,5,5,17,1,1.57,1.906
16,5,5,18,1,1.29,1.08
16,5,5,19,1,1.16,0.294
16,5,5,20,1,0.11,0.0
16,5,5,21,1,3.33,1.472
16,5,5,22,1,2.05,3.824
16,5,5,22,3,0.0,0.0
16,5,5,23,1,0.39,0.772
16,5,5,24,1,1.85,1.816
16,5,5,25,1,0.14,0.2759999999999999
16,5,5,26,1,0.0,0.0
16,5,5,28,1,0.22,0.0
16,5,5,28,3,0.0,0.0
16,5,5,29,1,1.04,1.096
16,5,5,30,1,0.0,0.0
16,5,5,31,1,0.0,0.0
16,5,5,32,1,0.0,0.0
16,5,5,35,1,1.34,0.466
16,8,3,1,2,0.0,0.0
16,8,3,4,2,0.0,0.0
16,8,3,5,2,0.0,0.0
16,8,3,7,2,0.0,0.0
16,8,3,9,2,0.0,0.0
16,8,3,10,2,0.0,0.0
16,8,3,11,2,0.0,0.0
16,8,3,13,2,0.0,0.0
16,8,3,15,2,0.0,0.0
16,8,3,16,2,0.0,0.0
16,8,3,20,2,0.0,0.0
16,8,3,21,2,0.0,0.0
16,8,5,1,2,0.93,1.28
16,8,5,1,3,0.0,0.0
16,8,5,2,2,0.3,0.322
16,8,5,2,3,0.0,0.0
16,8,5,3,2,0.12,0.0
16,8,5,3,3,0.0,0.0
16,8,5,4,2,0.22,0.0
16,8,5,4,3,0.0,0.0
16,8,5,5,2,0.14,0.0
16,8,5,5,3,0.0,0.0
16,8,5,6,2,0.3,0.316
16,8,5,6,3,0.0,0.0
16,8,5,7,2,0.0,0.0
16,8,5,7,3,0.0,0.0
16,8,5,8,2,0.0,0.0
16,8,5,8,3,0.0,0.0
16,8,5,9,2,0.88,0.8560000000000001
16,8,5,9,3,0.0,0.0
16,8,5,10,2,1.11,0.8779999999999999
16,8,5,10,3,0.0,0.0
16,8,5,11,2,0.0,0.0
16,8,5,11,3,0.0,0.0
16,8,5,12,2,0.0,0.0
16,8,5,12,3,0.0,0.0
16,8,5,13,2,0.18,0.0
16,8,5,13,3,0.0,0.0
16,8,5,14,2,0.0,0.0
16,8,5,14,3,0.0,0.0
16,8,5,15,2,0.14,0.0
16,8,5,15,3,0.0,0.0
16,8,5,16,2,0.54,0.82
16,8,5,16,3,0.0,0.0
16,8,5,17,2,0.43,0.2799999999999999
16,8,5,17,3,0.0,0.0
16,8,5,18,2,0.0,0.0
16,8,5,18,3,0.0,0.0
16,8,5,19,2,0.69,1.088
16,8,5,19,3,0.0,0.0
16,8,5,20,2,0.0,0.0
16,8,5,20,3,0.0,0.0
16,8,5,21,2,1.22,0.38
16,8,5,21,3,0.0,0.0
16,8,5,22,2,0.27,0.0
16,8,5,22,3,0.0,0.0
16,8,5,23,2,0.0,0.0
16,8,5,23,3,0.0,0.0
16,8,5,24,2,1.41,1.926
16,8,5,24,3,0.0,0.0
16,8,5,25,2,0.0,0.0
16,8,5,25,3,0.0,0.0
16,8,5,26,2,0.0,0.0
16,8,5,28,2,0.6,1.2
16,8,5,28,3,0.0,0.0
16,8,5,29,2,1.16,0.924
16,8,5,29,3,0.0,0.0
16,8,5,30,2,0.0,0.0
16,8,5,30,3,0.0,0.0
16,8,5,31,2,0.0,0.0
16,8,5,31,3,0.0,0.0
16,8,5,32,2,3.75,4.852
16,8,5,32,3,0.0,0.0
16,8,5,33,2,0.0,0.0
16,8,5,35,2,0.52,0.0
16,9,3,1,2,0.0,0.0
16,9,3,2,2,0.0,0.0
16,9,3,4,2,0.0,0.0
16,9,3,5,2,0.0,0.0
16,9,3,7,2,0.0,0.0
16,9,3,9,2,0.0,0.0
16,9,3,10,2,0.0,0.0
16,9,3,11,2,0.0,0.0
16,9,3,12,2,0.0,0.0
16,9,3,13,2,0.0,0.0
16,9,3,15,2,0.0,0.0
16,9,3,16,2,0.0,0.0
16,9,3,20,2,0.0,0.0
16,9,3,21,2,0.0,0.0
16,9,5,1,2,0.13,0.0
16,9,5,1,3,0.0,0.0
16,9,5,2,2,0.0,0.0
16,9,5,2,3,0.0,0.0
16,9,5,3,2,0.36,0.446
16,9,5,3,3,0.0,0.0
16,9,5,4,2,0.0,0.0
16,9,5,4,3,0.0,0.0
16,9,5,5,2,0.11,0.0
16,9,5,5,3,0.0,0.0
16,9,5,6,2,0.0,0.0
16,9,5,6,3,0.0,0.0
16,9,5,7,2,0.0,0.0
16,9,5,7,3,0.0,0.0
16,9,5,8,2,0.14,0.0
16,9,5,8,3,0.0,0.0
16,9,5,9,2,0.23,0.458
16,9,5,9,3,0.0,0.0
16,9,5,10,2,0.53,0.61
16,9,5,10,3,0.0,0.0
16,9,5,11,2,0.15,0.0
16,9,5,11,3,0.0,0.0
16,9,5,12,2,0.0,0.0
16,9,5,12,3,0.0,0.0
16,9,5,13,2,0.0,0.0
16,9,5,13,3,0.0,0.0
16,9,5,14,2,0.13,0.0
16,9,5,14,3,0.0,0.0
16,9,5,15,2,0.0,0.0
16,9,5,15,3,0.0,0.0
16,9,5,16,2,0.31,0.364
16,9,5,16,3,0.0,0.0
16,9,5,17,2,173.87,0.286
16,9,5,17,3,0.0,0.0
16,9,5,18,2,0.14,0.0
16,9,5,18,3,0.0,0.0
16,9,5,19,2,0.21,0.0
16,9,5,19,3,0.0,0.0
16,9,5,20,2,0.0,0.0
16,9,5,20,3,0.0,0.0
16,9,5,21,2,0.15,0.294
16,9,5,21,3,0.0,0.0
16,9,5,22,2,0.14,0.2799999999999999
16,9,5,22,3,0.0,0.0
16,9,5,23,2,0.0,0.0
16,9,5,23,3,0.0,0.0
16,9,5,24,2,0.12,0.0
16,9,5,24,3,0.0,0.0
16,9,5,25,2,0.0,0.0
16,9,5,25,3,0.0,0.0
16,9,5,26,2,0.0,0.0
16,9,5,28,2,0.0,0.0
16,9,5,28,3,0.0,0.0
16,9,5,29,2,0.0,0.0
16,9,5,29,3,0.0,0.0
16,9,5,30,2,0.0,0.0
16,9,5,31,2,0.0,0.0
16,9,5,31,3,0.0,0.0
16,9,5,32,2,0.0,0.0
16,9,5,32,3,0.0,0.0
16,9,5,35,2,0.13,0.0
16,11,3,1,2,0.0,0.0
16,11,3,4,2,0.0,0.0
16,11,3,5,2,0.0,0.0
16,11,3,12,2,0.0,0.0
16,11,3,15,2,0.0,0.0
16,11,3,20,2,0.0,0.0
16,11,5,1,2,0.0,0.0
16,11,5,1,3,0.0,0.0
16,11,5,2,2,0.0,0.0
16,11,5,3,2,0.0,0.0
16,11,5,4,2,0.0,0.0
16,11,5,5,2,0.0,0.0
16,11,5,6,2,0.0,0.0
16,11,5,7,2,0.0,0.0
16,11,5,8,2,0.0,0.0
16,11,5,9,2,0.11,0.222
16,11,5,10,2,0.0,0.0
16,11,5,11,2,0.0,0.0
16,11,5,12,2,0.0,0.0
16,11,5,13,2,0.0,0.0
16,11,5,14,2,0.0,0.0
16,11,5,15,2,0.0,0.0
16,11,5,16,2,0.0,0.0
16,11,5,17,2,0.0,0.0
16,11,5,17,3,0.0,0.0
16,11,5,18,2,0.0,0.0
16,11,5,18,3,0.0,0.0
16,11,5,19,2,0.0,0.0
16,11,5,20,2,0.0,0.0
16,11,5,21,2,0.0,0.0
16,11,5,22,2,0.0,0.0
16,11,5,23,2,0.0,0.0
16,11,5,24,2,0.0,0.0
16,11,5,25,2,0.0,0.0
16,11,5,26,2,0.0,0.0
16,11,5,28,2,0.0,0.0
16,11,5,29,2,0.0,0.0
16,11,5,30,2,0.0,0.0
16,11,5,31,2,0.0,0.0
16,11,5,32,2,0.0,0.0
16,11,5,35,2,0.0,0.0
16,-1,3,2,3,0.0,0.0
16,-1,3,4,3,0.0,0.0
16,-1,3,5,3,0.0,0.0
16,-1,3,10,3,0.0,0.0
16,-1,3,11,3,0.0,0.0
16,-1,3,12,3,0.0,0.0
16,-1,3,15,3,0.0,0.0
16,-1,3,16,3,0.0,0.0
16,-1,3,20,3,0.0,0.0
16,-1,3,21,3,0.0,0.0
16,-1,5,1,3,0.0,0.0
16,-1,5,2,3,0.0,0.0
16,-1,5,3,3,0.0,0.0
16,-1,5,4,3,0.0,0.0
16,-1,5,5,3,0.0,0.0
16,-1,5,6,3,0.0,0.0
16,-1,5,7,3,0.0,0.0
16,-1,5,8,3,0.0,0.0
16,-1,5,9,3,0.0,0.0
16,-1,5,10,3,0.0,0.0
16,-1,5,11,3,0.0,0.0
16,-1,5,12,3,0.0,0.0
16,-1,5,13,3,0.0,0.0
16,-1,5,14,3,0.0,0.0
16,-1,5,15,3,0.0,0.0
16,-1,5,16,3,0.0,0.0
16,-1,5,17,3,0.0,0.0
16,-1,5,18,3,0.0,0.0
16,-1,5,19,3,0.0,0.0
16,-1,5,20,3,0.0,0.0
16,-1,5,21,3,0.0,0.0
16,-1,5,22,3,0.0,0.0
16,-1,5,23,3,0.0,0.0
16,-1,5,24,3,0.0,0.0
16,-1,5,25,3,0.0,0.0
16,-1,5,26,3,0.0,0.0
16,-1,5,28,3,0.0,0.0
16,-1,5,29,3,0.0,0.0
16,-1,5,30,3,0.0,0.0
16,-1,5,31,3,0.0,0.0
16,-1,5,32,3,0.0,0.0
16,-1,5,35,3,0.0,0.0
17,1,3,1,3,0.0,0.0
17,1,3,2,3,0.0,0.0
17,1,3,3,3,0.0,0.0
17,1,3,4,3,0.0,0.0
17,1,3,4,4,0.0,0.0
17,1,3,5,3,0.0,0.0
17,1,3,6,3,0.0,0.0
17,1,3,7,3,0.0,0.0
