i,e,c,p,l,real,predict
i14,e08,c3,p13,l2,1.73,3.25
i14,e08,c3,p14,l2,15.33,20.048000000000005
i14,e08,c3,p15,l2,2.3,4.087999999999999
i14,e08,c3,p15,l3,0.0,0.0
i14,e08,c3,p16,l2,2.66,3.8340000000000005
i14,e08,c3,p16,l3,0.0,0.0
i14,e08,c3,p17,l2,4.61,2.86
i14,e08,c3,p17,l3,0.0,0.0
i14,e08,c3,p18,l2,0.0,0.0
i14,e08,c3,p18,l3,0.0,0.0
i14,e08,c3,p19,l2,7.87,1.262
i14,e08,c3,p19,l3,0.0,0.0
i14,e08,c3,p20,l2,0.53,1.06
i14,e08,c3,p21,l2,17.86,34.962
i14,e08,c3,p21,l3,0.0,0.0
i14,e08,c3,p22,l2,0.0,0.0
i14,e08,c3,p23,l2,0.3,0.602
i14,e08,c3,p24,l2,2.87,3.934
i14,e08,c3,p25,l2,1.48,1.922
i14,e08,c3,p25,l3,0.0,0.0
i14,e08,c3,p26,l2,0.0,0.0
i14,e08,c3,p28,l2,4.96,1.354
i14,e08,c3,p28,l3,0.0,0.0
i14,e08,c3,p29,l2,33.88,35.2
i14,e08,c3,p29,l3,0.0,0.0
i14,e08,c3,p30,l2,0.0,0.0
i14,e08,c3,p31,l2,0.12,0.242
i14,e08,c3,p32,l2,3.35,3.4620000000000006
i14,e08,c3,p33,l2,0.0,0.0
i14,e08,c3,p35,l2,7.21,10.318
i14,e08,c3,p35,l3,0.0,0.0
i14,e08,c5,p01,l2,620.78,515.2560000000001
i14,e08,c5,p01,l3,0.0,0.0
i14,e08,c5,p02,l2,385.08,362.412
i14,e08,c5,p02,l3,0.0,0.0
i14,e08,c5,p03,l2,263.57,245.39600000000002
i14,e08,c5,p03,l3,0.0,0.0
i14,e08,c5,p04,l2,92.32,95.66399999999999
i14,e08,c5,p04,l3,0.0,0.0
i14,e08,c5,p05,l2,353.44,375.856
i14,e08,c5,p05,l3,0.0,0.0
i14,e08,c5,p06,l2,127.69,130.12
i14,e08,c5,p06,l3,0.0,0.0
i14,e08,c5,p07,l2,491.17,490.188
i14,e08,c5,p07,l3,0.0,0.0
i14,e08,c5,p08,l2,312.04,304.842
i14,e08,c5,p08,l3,0.0,0.0
i14,e08,c5,p09,l2,150.05,163.69400000000002
i14,e08,c5,p09,l3,0.0,0.0
i14,e08,c5,p10,l2,714.7,709.982
i14,e08,c5,p10,l3,0.0,0.0
i14,e08,c5,p11,l2,247.92,218.692
i14,e08,c5,p11,l3,0.0,0.0
i14,e08,c5,p12,l2,130.34,141.864
i14,e08,c5,p12,l3,0.0,0.0
i14,e08,c5,p13,l2,114.91,117.11800000000001
i14,e08,c5,p13,l3,0.0,0.0
i14,e08,c5,p14,l2,95.13,98.154
i14,e08,c5,p14,l3,0.0,0.0
i14,e08,c5,p15,l2,419.76,431.838
i14,e08,c5,p15,l3,0.0,0.0
i14,e08,c5,p16,l2,169.29,140.48
i14,e08,c5,p16,l3,0.0,0.0
i14,e08,c5,p17,l2,106.07,92.626
i14,e08,c5,p17,l3,0.0,0.0
i14,e08,c5,p18,l2,81.53,79.482
i14,e08,c5,p18,l3,0.0,0.0
i14,e08,c5,p19,l2,849.76,799.3979999999999
i14,e08,c5,p19,l3,0.0,0.0
i14,e08,c5,p20,l2,279.58,265.44
i14,e08,c5,p20,l3,0.0,0.0
i14,e08,c5,p21,l2,252.56,259.242
i14,e08,c5,p21,l3,0.0,0.0
i14,e08,c5,p22,l2,110.73,128.682
i14,e08,c5,p22,l3,0.0,0.0
i14,e08,c5,p23,l2,143.37,148.534
i14,e08,c5,p23,l3,0.0,0.0
i14,e08,c5,p24,l2,124.68,148.64600000000002
i14,e08,c5,p24,l3,0.0,0.0
i14,e08,c5,p25,l2,80.76,96.434
i14,e08,c5,p25,l3,0.0,0.0
i14,e08,c5,p26,l2,14.55,13.315999999999999
i14,e08,c5,p26,l3,0.0,0.0
i14,e08,c5,p27,l2,0.0,0.0
i14,e08,c5,p28,l2,117.14,142.548
i14,e08,c5,p28,l3,0.0,0.0
i14,e08,c5,p29,l2,429.55,424.216
i14,e08,c5,p29,l3,0.0,0.0
i14,e08,c5,p30,l2,4.82,7.223999999999999
i14,e08,c5,p30,l3,0.0,0.0
i14,e08,c5,p31,l2,25.56,24.236
i14,e08,c5,p31,l3,0.0,0.0
i14,e08,c5,p32,l2,90.26,88.518
i14,e08,c5,p32,l3,0.0,0.0
i14,e08,c5,p33,l2,7.81,5.044
i14,e08,c5,p33,l3,0.0,0.0
i14,e08,c5,p35,l2,708.3,701.38
i14,e08,c5,p35,l3,0.0,0.0
i14,e09,c3,p01,l2,2.82,0.264
i14,e09,c3,p01,l3,0.0,0.0
i14,e09,c3,p02,l2,0.32,0.0
i14,e09,c3,p03,l2,2.56,3.9059999999999997
i14,e09,c3,p04,l2,0.13,0.0
i14,e09,c3,p05,l2,3.6,6.612
i14,e09,c3,p06,l2,0.0,0.0
i14,e09,c3,p06,l3,0.0,0.0
i14,e09,c3,p07,l2,2.42,2.02
i14,e09,c3,p08,l2,0.51,0.0
i14,e09,c3,p09,l2,1.42,2.842
i14,e09,c3,p10,l2,3.56,2.09
i14,e09,c3,p10,l3,0.0,0.0
i14,e09,c3,p11,l2,1.29,0.426
i14,e09,c3,p12,l2,0.0,0.0
i14,e09,c3,p13,l2,0.28,0.5519999999999999
i14,e09,c3,p14,l2,0.32,0.0
i14,e09,c3,p15,l2,0.92,0.976
i14,e09,c3,p16,l2,0.17,0.0
i14,e09,c3,p17,l2,0.0,0.0
i14,e09,c3,p17,l3,0.0,0.0
i14,e09,c3,p18,l2,0.0,0.0
i14,e09,c3,p19,l2,2.47,0.44800000000000006
i14,e09,c3,p20,l2,0.0,0.0
i14,e09,c3,p21,l2,0.39,0.782
i14,e09,c3,p22,l2,0.0,0.0
i14,e09,c3,p23,l2,0.0,0.0
i14,e09,c3,p24,l2,0.0,0.0
i14,e09,c3,p25,l2,0.25,0.292
i14,e09,c3,p26,l2,0.0,0.0
i14,e09,c3,p28,l2,0.0,0.0
i14,e09,c3,p29,l2,0.27,0.0
i14,e09,c3,p30,l2,0.0,0.0
i14,e09,c3,p31,l2,0.0,0.0
i14,e09,c3,p32,l2,0.0,0.0
i14,e09,c3,p33,l2,0.0,0.0
i14,e09,c3,p35,l2,0.58,0.892
i14,e09,c5,p01,l2,40.67,29.380000000000003
i14,e09,c5,p01,l3,0.0,0.0
i14,e09,c5,p02,l2,27.85,35.589999999999996
i14,e09,c5,p02,l3,0.0,0.0
i14,e09,c5,p03,l2,24.52,29.332
i14,e09,c5,p03,l3,0.0,0.0
i14,e09,c5,p04,l2,7.16,8.95
i14,e09,c5,p04,l3,0.0,0.0
i14,e09,c5,p05,l2,25.55,21.71
i14,e09,c5,p05,l3,0.0,0.0
i14,e09,c5,p06,l2,8.65,10.236
i14,e09,c5,p06,l3,0.0,0.0
i14,e09,c5,p07,l2,32.89,37.044
i14,e09,c5,p07,l3,0.0,0.0
i14,e09,c5,p08,l2,23.36,11.624
i14,e09,c5,p08,l3,0.0,0.0
i14,e09,c5,p09,l2,15.59,21.798
i14,e09,c5,p09,l3,0.0,0.0
i14,e09,c5,p10,l2,60.12,53.14200000000001
i14,e09,c5,p10,l3,0.0,0.0
i14,e09,c5,p11,l2,18.18,17.732
i14,e09,c5,p11,l3,0.0,0.0
i14,e09,c5,p12,l2,13.28,8.886
i14,e09,c5,p12,l3,0.0,0.0
i14,e09,c5,p13,l2,16.88,21.356
i14,e09,c5,p13,l3,0.0,0.0
i14,e09,c5,p14,l2,8.5,7.556000000000002
i14,e09,c5,p14,l3,0.0,0.0
i14,e09,c5,p15,l2,38.37,40.212
i14,e09,c5,p15,l3,0.0,0.0
i14,e09,c5,p16,l2,10.26,10.964
i14,e09,c5,p16,l3,0.0,0.0
i14,e09,c5,p17,l2,26599.7,22.499999999999996
i14,e09,c5,p17,l3,0.0,0.0
i14,e09,c5,p18,l2,9.85,10.258
i14,e09,c5,p18,l3,0.0,0.0
i14,e09,c5,p19,l2,58.46,60.866
i14,e09,c5,p19,l3,0.0,0.0
i14,e09,c5,p20,l2,11.24,10.452000000000002
i14,e09,c5,p20,l3,0.0,0.0
i14,e09,c5,p21,l2,19.28,22.247999999999998
i14,e09,c5,p21,l3,0.0,0.0
i14,e09,c5,p22,l2,8.7,8.239999999999998
i14,e09,c5,p22,l3,0.0,0.0
i14,e09,c5,p23,l2,8.19,7.081999999999999
i14,e09,c5,p23,l3,0.0,0.0
i14,e09,c5,p24,l2,14.39,14.862
i14,e09,c5,p24,l3,0.0,0.0
i14,e09,c5,p25,l2,7.1,8.746
i14,e09,c5,p25,l3,0.0,0.0
i14,e09,c5,p26,l2,5.25,3.628
i14,e09,c5,p26,l3,0.0,0.0
i14,e09,c5,p28,l2,6.29,8.937999999999999
i14,e09,c5,p28,l3,0.0,0.0
i14,e09,c5,p29,l2,26.38,21.554000000000002
i14,e09,c5,p29,l3,0.0,0.0
i14,e09,c5,p30,l2,1.11,0.766
i14,e09,c5,p30,l3,0.0,0.0
i14,e09,c5,p31,l2,4.75,4.436
i14,e09,c5,p31,l3,0.0,0.0
i14,e09,c5,p32,l2,8.65,7.87
i14,e09,c5,p32,l3,0.0,0.0
i14,e09,c5,p33,l2,0.99,1.502
i14,e09,c5,p33,l3,0.0,0.0
i14,e09,c5,p35,l2,40.08,36.844
i14,e09,c5,p35,l3,0.0,0.0
i14,e10,c3,p06,l3,0.0,0.0
i14,e10,c3,p08,l3,0.0,0.0
i14,e10,c3,p09,l3,0.0,0.0
i14,e10,c3,p15,l3,0.0,0.0
i14,e10,c3,p16,l3,0.0,0.0
i14,e10,c3,p23,l3,0.0,0.0
i14,e10,c3,p24,l3,0.0,0.0
i14,e10,c3,p35,l3,0.0,0.0
i14,e10,c5,p01,l3,1.42,2.848
i14,e10,c5,p02,l3,0.0,0.0
i14,e10,c5,p03,l3,0.0,0.0
i14,e10,c5,p04,l3,0.0,0.0
i14,e10,c5,p05,l3,0.0,0.0
i14,e10,c5,p06,l3,0.0,0.0
i14,e10,c5,p07,l3,0.0,0.0
i14,e10,c5,p08,l3,0.0,0.0
i14,e10,c5,p09,l3,0.0,0.0
i14,e10,c5,p10,l3,3.1,3.376
i14,e10,c5,p11,l3,0.0,0.0
i14,e10,c5,p12,l3,0.0,0.0
i14,e10,c5,p13,l3,0.0,0.0
i14,e10,c5,p14,l3,0.0,0.0
i14,e10,c5,p15,l3,0.0,0.0
i14,e10,c5,p16,l3,0.0,0.0
i14,e10,c5,p17,l3,0.0,0.0
i14,e10,c5,p18,l3,0.0,0.0
i14,e10,c5,p19,l3,0.0,0.0
i14,e10,c5,p20,l3,0.0,0.0
i14,e10,c5,p21,l3,0.0,0.0
i14,e10,c5,p22,l3,0.0,0.0
i14,e10,c5,p23,l3,0.0,0.0
i14,e10,c5,p24,l3,0.0,0.0
i14,e10,c5,p25,l3,0.0,0.0
i14,e10,c5,p26,l3,0.0,0.0
i14,e10,c5,p28,l3,0.0,0.0
i14,e10,c5,p29,l3,0.0,0.0
i14,e10,c5,p30,l3,0.0,0.0
i14,e10,c5,p31,l3,0.0,0.0
i14,e10,c5,p32,l3,0.0,0.0
i14,e10,c5,p35,l3,2.39,2.266
i14,e11,c3,p01,l2,0.46,0.33199999999999996
i14,e11,c3,p01,l3,0.0,0.0
i14,e11,c3,p02,l2,0.52,0.0
i14,e11,c3,p03,l2,0.0,0.0
i14,e11,c3,p03,l3,0.0,0.0
i14,e11,c3,p04,l2,0.0,0.0
i14,e11,c3,p05,l2,0.18,0.0
i14,e11,c3,p06,l2,0.0,0.0
i14,e11,c3,p06,l3,0.0,0.0
i14,e11,c3,p07,l2,0.64,0.616
i14,e11,c3,p08,l2,0.0,0.0
i14,e11,c3,p09,l2,0.0,0.0
i14,e11,c3,p09,l3,0.0,0.0
i14,e11,c3,p10,l2,0.89,0.27999999999999997
i14,e11,c3,p10,l3,0.0,0.0
i14,e11,c3,p11,l2,0.0,0.0
i14,e11,c3,p11,l3,0.0,0.0
i14,e11,c3,p12,l2,0.0,0.0
i14,e11,c3,p13,l2,0.13,0.258
i14,e11,c3,p14,l2,0.94,1.8700000000000003
i14,e11,c3,p15,l2,0.13,0.0
i14,e11,c3,p15,l3,0.0,0.0
i14,e11,c3,p16,l2,0.15,0.0
i14,e11,c3,p17,l2,0.0,0.0
i14,e11,c3,p18,l2,0.0,0.0
i14,e11,c3,p18,l3,0.0,0.0
i14,e11,c3,p19,l2,0.34,0.682
i14,e11,c3,p19,l3,0.0,0.0
i14,e11,c3,p20,l2,0.0,0.0
i14,e11,c3,p21,l2,0.13,0.252
i14,e11,c3,p21,l3,0.0,0.0
i14,e11,c3,p22,l2,0.0,0.0
i14,e11,c3,p23,l2,0.0,0.0
i14,e11,c3,p24,l2,0.0,0.0
i14,e11,c3,p24,l3,0.0,0.0
i14,e11,c3,p25,l2,0.0,0.0
i14,e11,c3,p26,l2,0.0,0.0
i14,e11,c3,p28,l2,0.0,0.0
i14,e11,c3,p29,l2,0.0,0.0
i14,e11,c3,p29,l3,0.0,0.0
i14,e11,c3,p30,l2,0.0,0.0
i14,e11,c3,p31,l2,0.0,0.0
i14,e11,c3,p32,l2,0.0,0.0
i14,e11,c3,p33,l2,0.0,0.0
i14,e11,c3,p35,l2,0.0,0.0
i14,e11,c5,p01,l2,47.53,44.236000000000004
i14,e11,c5,p01,l3,0.0,0.0
i14,e11,c5,p02,l2,15.3,11.338000000000001
i14,e11,c5,p02,l3,0.0,0.0
i14,e11,c5,p03,l2,30.03,21.476000000000003
i14,e11,c5,p03,l3,0.0,0.0
i14,e11,c5,p04,l2,18.57,14.680000000000001
i14,e11,c5,p04,l3,0.0,0.0
i14,e11,c5,p05,l2,16.14,15.374
i14,e11,c5,p05,l3,0.0,0.0
i14,e11,c5,p06,l2,16.57,9.030000000000001
i14,e11,c5,p06,l3,0.0,0.0
i14,e11,c5,p07,l2,25.23,32.588
i14,e11,c5,p07,l3,0.0,0.0
i14,e11,c5,p08,l2,4.15,1.886
i14,e11,c5,p08,l3,0.0,0.0
i14,e11,c5,p09,l2,12.61,8.104
i14,e11,c5,p09,l3,0.0,0.0
i14,e11,c5,p10,l2,80.47,80.546
i14,e11,c5,p10,l3,0.0,0.0
i14,e11,c5,p11,l2,42.24,33.7
i14,e11,c5,p11,l3,0.0,0.0
i14,e11,c5,p12,l2,27.86,24.428000000000004
i14,e11,c5,p12,l3,0.0,0.0
i14,e11,c5,p13,l2,9.41,7.1240000000000006
i14,e11,c5,p13,l3,0.0,0.0
i14,e11,c5,p14,l2,10.0,9.468
i14,e11,c5,p14,l3,0.0,0.0
i14,e11,c5,p15,l2,52.01,47.068
i14,e11,c5,p15,l3,0.0,0.0
i14,e11,c5,p16,l2,24.33,27.57
i14,e11,c5,p16,l3,0.0,0.0
i14,e11,c5,p17,l2,27.53,36.524
i14,e11,c5,p17,l3,0.0,0.0
i14,e11,c5,p18,l2,20.43,22.794
i14,e11,c5,p18,l3,0.0,0.0
i14,e11,c5,p19,l2,115.58,123.428
i14,e11,c5,p19,l3,0.0,0.0
i14,e11,c5,p20,l2,7.39,4.322
i14,e11,c5,p20,l3,0.0,0.0
i14,e11,c5,p21,l2,26.73,25.6
i14,e11,c5,p21,l3,0.0,0.0
i14,e11,c5,p22,l2,16.13,12.514
i14,e11,c5,p22,l3,0.0,0.0
i14,e11,c5,p23,l2,8.5,8.802
i14,e11,c5,p23,l3,0.0,0.0
i14,e11,c5,p24,l2,14.53,12.815999999999999
i14,e11,c5,p24,l3,0.0,0.0
i14,e11,c5,p25,l2,4.36,4.85
i14,e11,c5,p25,l3,0.0,0.0
i14,e11,c5,p26,l2,2.55,0.6799999999999999
i14,e11,c5,p26,l3,0.0,0.0
i14,e11,c5,p28,l2,24.7,11.302
i14,e11,c5,p28,l3,0.0,0.0
i14,e11,c5,p29,l2,16.4,18.488
i14,e11,c5,p29,l3,0.0,0.0
i14,e11,c5,p30,l2,6.79,3.566
i14,e11,c5,p30,l3,0.0,0.0
i14,e11,c5,p31,l2,5.7,3.774
i14,e11,c5,p31,l3,0.0,0.0
i14,e11,c5,p32,l2,13.94,13.819999999999999
i14,e11,c5,p32,l3,0.0,0.0
i14,e11,c5,p33,l2,0.0,0.0
i14,e11,c5,p33,l3,0.0,0.0
i14,e11,c5,p35,l2,12.91,16.753999999999998
i14,e11,c5,p35,l3,0.0,0.0
i14,e12,c3,p01,l3,0.0,0.0
i14,e12,c3,p02,l3,0.19,0.0
i14,e12,c3,p03,l3,0.0,0.0
i14,e12,c3,p04,l3,0.16,0.0
i14,e12,c3,p05,l3,0.0,0.0
i14,e12,c3,p06,l3,0.0,0.0
i14,e12,c3,p07,l3,0.0,0.0
i14,e12,c3,p08,l3,0.0,0.0
i14,e12,c3,p09,l3,0.0,0.0
i14,e12,c3,p10,l3,0.0,0.0
i14,e12,c3,p11,l3,0.0,0.0
i14,e12,c3,p12,l3,0.0,0.0
i14,e12,c3,p13,l3,0.0,0.0
i14,e12,c3,p14,l3,0.0,0.0
i14,e12,c3,p15,l3,0.0,0.0
i14,e12,c3,p16,l3,0.0,0.0
i14,e12,c3,p17,l3,0.0,0.0
i14,e12,c3,p18,l3,0.0,0.0
i14,e12,c3,p19,l3,0.12,0.0
i14,e12,c3,p20,l3,0.0,0.0
i14,e12,c3,p21,l3,0.16,0.0
i14,e12,c3,p22,l3,0.0,0.0
i14,e12,c3,p23,l3,0.0,0.0
i14,e12,c3,p24,l3,0.0,0.0
i14,e12,c3,p25,l3,0.14,0.27599999999999997
i14,e12,c3,p26,l3,0.0,0.0
i14,e12,c3,p28,l3,0.14,0.27799999999999997
i14,e12,c3,p29,l3,0.0,0.0
i14,e12,c3,p30,l3,0.0,0.0
i14,e12,c3,p31,l3,0.0,0.0
i14,e12,c3,p32,l3,0.0,0.0
i14,e12,c3,p33,l3,0.0,0.0
i14,e12,c3,p35,l3,0.0,0.0
i14,e12,c5,p01,l3,5.25,5.76
i14,e12,c5,p02,l3,2.22,1.9920000000000002
i14,e12,c5,p03,l3,1.67,1.4
i14,e12,c5,p04,l3,6.01,10.78
i14,e12,c5,p05,l3,3.98,3.998
i14,e12,c5,p06,l3,0.55,0.5820000000000001
i14,e12,c5,p07,l3,5.2,6.452000000000001
i14,e12,c5,p08,l3,1.51,1.484
i14,e12,c5,p09,l3,2.43,3.9219999999999997
i14,e12,c5,p10,l3,13.68,16.095999999999997
i14,e12,c5,p11,l3,4.78,4.734
i14,e12,c5,p12,l3,2.2,3.63
i14,e12,c5,p13,l3,1.89,1.8519999999999999
i14,e12,c5,p14,l3,2.19,0.43599999999999994
i14,e12,c5,p15,l3,11.67,5.956
i14,e12,c5,p16,l3,1.86,2.112
i14,e12,c5,p17,l3,1.55,1.284
i14,e12,c5,p18,l3,1.81,1.934
i14,e12,c5,p19,l3,36.28,9.048
i14,e12,c5,p20,l3,1.17,0.986
i14,e12,c5,p21,l3,13.35,12.644
i14,e12,c5,p22,l3,1.55,0.364
i14,e12,c5,p23,l3,17.25,21.490000000000002
i14,e12,c5,p24,l3,1.91,2.572
i14,e12,c5,p25,l3,1.32,1.3119999999999998
i14,e12,c5,p26,l3,0.1,0.0
i14,e12,c5,p28,l3,3.14,1.9440000000000002
i14,e12,c5,p29,l3,0.69,0.554
i14,e12,c5,p30,l3,0.48,0.288
i14,e12,c5,p31,l3,0.27,0.5359999999999999
i14,e12,c5,p32,l3,0.77,0.828
i14,e12,c5,p33,l3,0.0,0.0
i14,e12,c5,p35,l3,3.7,5.97
i14,e13,c3,p01,l3,0.74,1.006
i14,e13,c3,p02,l3,0.55,0.536
i14,e13,c3,p03,l3,0.61,0.998
i14,e13,c3,p04,l3,0.0,0.0
i14,e13,c3,p05,l3,0.21,0.41600000000000004
i14,e13,c3,p06,l3,0.0,0.0
i14,e13,c3,p07,l3,0.67,0.21400000000000002
i14,e13,c3,p08,l3,0.0,0.0
i14,e13,c3,p09,l3,0.29,0.5740000000000001
i14,e13,c3,p10,l3,0.5,0.768
i14,e13,c3,p11,l3,0.28,0.0
i14,e13,c3,p12,l3,0.0,0.0
i14,e13,c3,p13,l3,0.31,0.6140000000000001
i14,e13,c3,p14,l3,0.16,0.322
i14,e13,c3,p15,l3,0.31,0.6119999999999999
i14,e13,c3,p16,l3,0.0,0.0
i14,e13,c3,p17,l3,0.43,0.8620000000000001
i14,e13,c3,p18,l3,0.0,0.0
i14,e13,c3,p19,l3,0.8,0.27799999999999997
i14,e13,c3,p20,l3,0.16,0.322
i14,e13,c3,p21,l3,0.12,0.24
i14,e13,c3,p22,l3,0.0,0.0
i14,e13,c3,p23,l3,0.0,0.0
i14,e13,c3,p24,l3,0.15,0.0
i14,e13,c3,p25,l3,0.11,0.0
i14,e13,c3,p26,l3,0.0,0.0
i14,e13,c3,p28,l3,0.0,0.0
i14,e13,c3,p29,l3,0.21,0.43
i14,e13,c3,p30,l3,0.0,0.0
i14,e13,c3,p31,l3,0.0,0.0
i14,e13,c3,p32,l3,0.0,0.0
i14,e13,c3,p33,l3,0.0,0.0
i14,e13,c3,p35,l3,0.56,0.648
i14,e13,c5,p01,l3,25.84,27.082000000000004
i14,e13,c5,p02,l3,21.37,20.118
i14,e13,c5,p03,l3,21.12,20.124000000000002
i14,e13,c5,p04,l3,7.68,7.516
i14,e13,c5,p05,l3,16.42,14.692000000000002
i14,e13,c5,p06,l3,6.45,6.882
i14,e13,c5,p07,l3,20.18,18.964
i14,e13,c5,p08,l3,7.93,7.364
i14,e13,c5,p09,l3,10.45,11.164
i14,e13,c5,p10,l3,39.88,38.306000000000004
i14,e13,c5,p11,l3,19.42,17.46
i14,e13,c5,p12,l3,9.55,7.747999999999999
i14,e13,c5,p13,l3,9.64,7.553999999999999
i14,e13,c5,p14,l3,7.05,7.531999999999999
i14,e13,c5,p15,l3,31.57,29.679999999999996
i14,e13,c5,p16,l3,11.68,11.707999999999998
i14,e13,c5,p17,l3,13.76,14.106
i14,e13,c5,p18,l3,8.56,9.868
i14,e13,c5,p19,l3,41.7,43.61
i14,e13,c5,p20,l3,5.85,4.84
i14,e13,c5,p21,l3,18.66,17.092000000000002
i14,e13,c5,p22,l3,5.66,5.962000000000001
i14,e13,c5,p23,l3,7.41,9.078
i14,e13,c5,p24,l3,13.56,14.113999999999999
i14,e13,c5,p25,l3,6.52,7.35
i14,e13,c5,p26,l3,1.46,1.5699999999999998
i14,e13,c5,p28,l3,7.17,6.81
i14,e13,c5,p29,l3,15.58,15.506
i14,e13,c5,p30,l3,2.07,1.8399999999999999
i14,e13,c5,p31,l3,1.25,1.6960000000000002
i14,e13,c5,p32,l3,6.25,4.666
i14,e13,c5,p33,l3,0.53,0.808
i14,e13,c5,p34,l3,0.0,0.0
i14,e13,c5,p35,l3,19.24,19.168
i14,unknown,c3,p01,l3,0.0,0.0
i14,unknown,c3,p02,l3,0.0,0.0
i14,unknown,c3,p03,l3,0.0,0.0
i14,unknown,c3,p04,l3,0.0,0.0
i14,unknown,c3,p05,l3,0.0,0.0
i14,unknown,c3,p06,l3,0.0,0.0
i14,unknown,c3,p07,l3,0.0,0.0
i14,unknown,c3,p08,l3,0.0,0.0
i14,unknown,c3,p09,l3,0.0,0.0
i14,unknown,c3,p10,l3,0.0,0.0
i14,unknown,c3,p11,l3,0.0,0.0
i14,unknown,c3,p12,l3,0.0,0.0
i14,unknown,c3,p13,l3,0.0,0.0
i14,unknown,c3,p14,l3,0.0,0.0
i14,unknown,c3,p15,l3,0.0,0.0
i14,unknown,c3,p16,l3,0.0,0.0
i14,unknown,c3,p17,l3,0.0,0.0
i14,unknown,c3,p18,l3,0.0,0.0
i14,unknown,c3,p19,l3,0.0,0.0
i14,unknown,c3,p20,l3,0.0,0.0
i14,unknown,c3,p21,l3,0.0,0.0
i14,unknown,c3,p22,l3,0.0,0.0
i14,unknown,c3,p23,l3,0.0,0.0
i14,unknown,c3,p24,l3,0.0,0.0
i14,unknown,c3,p25,l3,0.0,0.0
i14,unknown,c3,p28,l3,0.0,0.0
i14,unknown,c3,p29,l3,0.0,0.0
i14,unknown,c3,p30,l3,0.0,0.0
i14,unknown,c3,p31,l3,0.0,0.0
i14,unknown,c3,p32,l3,0.0,0.0
i14,unknown,c3,p33,l3,0.0,0.0
i14,unknown,c3,p35,l3,0.0,0.0
i14,unknown,c5,p01,l3,0.0,0.0
i14,unknown,c5,p02,l3,0.0,0.0
i14,unknown,c5,p03,l3,0.0,0.0
i14,unknown,c5,p04,l3,0.0,0.0
i14,unknown,c5,p05,l3,0.0,0.0
i14,unknown,c5,p06,l3,0.0,0.0
i14,unknown,c5,p07,l3,0.0,0.0
i14,unknown,c5,p08,l3,0.0,0.0
i14,unknown,c5,p09,l3,0.0,0.0
i14,unknown,c5,p10,l3,0.0,0.0
i14,unknown,c5,p11,l3,0.0,0.0
i14,unknown,c5,p12,l3,0.0,0.0
i14,unknown,c5,p13,l3,0.0,0.0
i14,unknown,c5,p14,l3,0.0,0.0
i14,unknown,c5,p15,l3,0.0,0.0
i14,unknown,c5,p16,l3,0.0,0.0
i14,unknown,c5,p17,l3,0.0,0.0
i14,unknown,c5,p18,l3,0.0,0.0
i14,unknown,c5,p19,l3,0.0,0.0
i14,unknown,c5,p20,l3,0.0,0.0
i14,unknown,c5,p21,l3,0.0,0.0
i14,unknown,c5,p22,l3,0.0,0.0
i14,unknown,c5,p23,l3,0.0,0.0
i14,unknown,c5,p24,l3,0.0,0.0
i14,unknown,c5,p25,l3,0.0,0.0
i14,unknown,c5,p26,l3,0.0,0.0
i14,unknown,c5,p28,l3,0.0,0.0
i14,unknown,c5,p29,l3,0.0,0.0
i14,unknown,c5,p30,l3,0.0,0.0
i14,unknown,c5,p31,l3,0.0,0.0
i14,unknown,c5,p32,l3,0.0,0.0
i14,unknown,c5,p33,l3,0.0,0.0
i14,unknown,c5,p35,l3,0.0,0.0
i140,e01,c5,p35,l3,0.0,0.0
i140,e04,c5,p35,l1,0.0,0.0
i140,e09,c5,p35,l2,0.0,0.0
i141,e01,c5,p01,l3,0.0,0.0
i141,e01,c5,p10,l3,0.0,0.0
i141,e01,c5,p35,l3,0.0,0.0
i141,e04,c5,p01,l1,0.0,0.0
i141,e04,c5,p10,l1,0.0,0.0
i141,e04,c5,p10,l3,0.0,0.0
i141,e04,c5,p12,l3,0.0,0.0
i141,e04,c5,p19,l1,0.0,0.0
i141,e04,c5,p35,l3,0.0,0.0
i141,e05,c5,p03,l1,0.0,0.0
i141,e05,c5,p10,l1,0.0,0.0
i141,e05,c5,p35,l1,0.0,0.0
i141,e05,c5,p35,l3,0.0,0.0
i141,e08,c5,p01,l2,0.0,0.0
i141,e08,c5,p10,l2,0.0,0.0
i141,e08,c5,p10,l3,0.0,0.0
i141,e08,c5,p19,l2,0.0,0.0
i141,e08,c5,p35,l2,0.0,0.0
i141,e08,c5,p35,l3,0.0,0.0
i141,e09,c5,p01,l2,0.0,0.0
i141,e09,c5,p01,l3,0.0,0.0
i141,e09,c5,p10,l2,0.0,0.0
i141,e09,c5,p10,l3,0.0,0.0
i141,e09,c5,p12,l2,0.0,0.0
i141,e09,c5,p12,l3,0.0,0.0
i141,e09,c5,p35,l2,0.0,0.0
i141,e09,c5,p35,l3,0.0,0.0
i141,e13,c5,p03,l3,0.0,0.0
i141,e13,c5,p10,l3,0.0,0.0
i141,e13,c5,p12,l3,0.0,0.0
i141,e13,c5,p19,l3,0.0,0.0
i141,e13,c5,p35,l3,0.0,0.0
i141,unknown,c5,p01,l3,0.0,0.0
i141,unknown,c5,p10,l3,0.0,0.0
i142,e01,c2,p35,l3,0.0,0.0
i142,e04,c2,p35,l1,0.0,0.0
i142,e09,c2,p35,l2,0.0,0.0
